zb_Hg_Te.cif,0.0,Hg,Te,4
zb_Li_I.cif,4.382967,Li,I,4
zb_Na_I.cif,3.786048,Na,I,4
zb_Cu_I.cif,1.1763,Cu,I,4
zb_Rb_I.cif,3.792597,Rb,I,4
zb_Ag_I.cif,1.3674,Ag,I,4
zb_Cs_I.cif,3.850069,Cs,I,4
zb_Au_I.cif,1e-06,Au,I,4
rs_Ag_Br.cif,2.636451,Ag,Br,6
rs_Ag_Cl.cif,2.996803,Ag,Cl,6
rs_Ag_I.cif,2.624659,Ag,I,6
rs_Al_N.cif,5.967722,Al,N,6
rs_Al_P.cif,3.814638,Al,P,6
rs_Al_Sb.cif,1.913572,Al,Sb,6
rs_Au_Br.cif,9.468484,Au,Br,6
rs_Au_Cl.cif,10.391214,Au,Cl,6
rs_Au_F.cif,15.247158,Au,F,6
rs_Au_I.cif,1.834785,Au,I,6
rs_B_As.cif,4.008426,B,As,6
rs_B_N.cif,10.140443,B,N,6
rs_B_P.cif,6.801368,B,P,6
rs_Ba_O.cif,3.992041,Ba,O,6
rs_Ba_Se.cif,3.247341,Ba,Se,6
rs_Ba_Te.cif,3.01265,Ba,Te,6
rs_Be_O.cif,8.650604,Be,O,6
rs_Be_Se.cif,4.241205,Be,Se,6
rs_Be_Te.cif,3.727539,Be,Te,6
rs_Ca_O.cif,4.974323,Ca,O,6
rs_Ca_S.cif,4.249406,Ca,S,6
rs_Ca_Se.cif,3.598849,Ca,Se,6
rs_Ca_Te.cif,3.084837,Ca,Te,6
rs_Cd_O.cif,1.373686,Cd,O,6
rs_Cd_S.cif,2.144738,Cd,S,6
rs_Cd_Se.cif,1.512918,Cd,Se,6
rs_Cd_Te.cif,1.507586,Cd,Te,6
rs_Cs_Br.cif,2.71306767,Cs,Br,6
rs_Cs_Cl.cif,3.28629167,Cs,Cl,6
rs_Cs_F.cif,4.05933067,Cs,F,6
rs_Cs_I.cif,3.16302667,Cs,I,6
rs_Cu_Br.cif,2.11131,Cu,Br,6
rs_Cu_Cl.cif,2.144384,Cu,Cl,6
rs_Cu_F.cif,15.192707,Cu,F,6
rs_Cu_I.cif,2.864834,Cu,I,6
rs_Ga_As.cif,1.203897,Ga,As,6
rs_Ga_N.cif,3.102406,Ga,N,6
rs_Ga_P.cif,2.277945,Ga,P,6
rs_Ga_Sb.cif,0.973459,Ga,Sb,6
rs_Hg_O.cif,14.256183,Hg,O,6
rs_Hg_S.cif,1.229525,Hg,S,6
rs_Hg_Te.cif,0.858342,Hg,Te,6
rs_In_As.cif,0.957441,In,As,6
rs_In_N.cif,1.54068,In,N,6
rs_In_P.cif,1.695801,In,P,6
rs_In_Sb.cif,0.861801,In,Sb,6
rs_K_Cl.cif,3.11217167,K,Cl,6
rs_K_F.cif,3.13189667,K,F,6
rs_K_I.cif,3.24843067,K,I,6
rs_Li_Br.cif,5.218381,Li,Br,6
rs_Li_Cl.cif,6.539914,Li,Cl,6
rs_Li_F.cif,7.85834767,Li,F,6
rs_Li_I.cif,4.547374,Li,I,6
rs_Mg_O.cif,4.993175,Mg,O,6
rs_Mg_S.cif,4.111397,Mg,S,6
rs_Mg_Se.cif,2.995911,Mg,Se,6
rs_Mg_Te.cif,2.674973,Mg,Te,6
rs_Na_Br.cif,3.33268267,Na,Br,6
rs_Na_Cl.cif,4.26852667,Na,Cl,6
rs_Na_F.cif,4.01240967,Na,F,6
rs_Na_I.cif,3.847046,Na,I,6
rs_Rb_Br.cif,2.25201267,Rb,Br,6
rs_Rb_Cl.cif,2.84246067,Rb,Cl,6
rs_Rb_F.cif,3.01199367,Rb,F,6
rs_Rb_I.cif,2.92561367,Rb,I,6
rs_Sr_O.cif,4.136972,Sr,O,6
rs_Sr_S.cif,3.923198,Sr,S,6
rs_Sr_Te.cif,3.100024,Sr,Te,6
rs_Tl_As.cif,0.421437,Tl,As,6
rs_Tl_N.cif,11.158748,Tl,N,6
rs_Tl_P.cif,0.74009,Tl,P,6
rs_Tl_Sb.cif,0.373124,Tl,Sb,6
rs_Zn_O.cif,2.551121,Zn,O,6
rs_Zn_S.cif,2.963999,Zn,S,6
rs_Zn_Se.cif,1.991725,Zn,Se,6
rs_Zn_Te.cif,1.829726,Zn,Te,6
